sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_charge_degree,c_charge_desc,is_recid,score_text
Male,27,25 - 45,African-American,2,1,0,5,76,F,Robbery W/Firearm,1,High
Female,54,Greater than 45,African-American,0,0,0,0,-1,F,Aggravated Assault W/Dead Weap,0,Low
Female,26,25 - 45,African-American,0,0,1,3,-305,M,Possess Cannabis/20 Grams Or Less,0,Low
Male,24,Less than 25,Caucasian,1,2,0,3,-1,M,Battery,0,Low
Male,55,Greater than 45,Hispanic,0,0,0,1,0,F,arrest case no charge,1,Low
Male,35,25 - 45,African-American,0,0,0,0,0,M,Felony Battery (Dom Strang),0,Low
Male,26,25 - 45,Hispanic,0,0,0,0,-1,F,Unauth Poss ID Card or DL,0,Low
Female,75,Greater than 45,African-American,0,0,0,5,-1,F,arrest case no charge,0,Low
Male,30,25 - 45,African-American,0,0,0,13,-1,M,Battery,0,High
Male,36,25 - 45,African-American,0,0,0,16,0,F,Driving While License Revoked,1,Low
Male,56,Greater than 45,African-American,0,0,0,8,-106,F,arrest case no charge,0,Low
Male,24,Less than 25,African-American,0,0,0,0,-1,F,Possession of Ethylone,0,Low
Male,34,25 - 45,Other,0,0,0,0,-1,F,Battery on Law Enforc Officer,1,Low
Female,25,25 - 45,African-American,0,0,0,5,-1,M,Viol Pretrial Release Dom Viol,1,High
Female,39,25 - 45,Hispanic,0,0,0,0,-1,F,Possession of Cocaine,0,Low
Male,46,Greater than 45,Caucasian,0,0,0,0,-1,F,Leaving the Scene of Accident,0,Low
Male,27,25 - 45,African-American,0,0,0,1,0,F,arrest case no charge,0,Low
Male,24,Less than 25,African-American,0,0,0,1,,M,arrest case no charge,0,High
Female,32,25 - 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,28,25 - 45,African-American,0,0,0,3,0,M,Criminal Mischief Damage <$200,1,Low
Male,42,25 - 45,African-American,1,0,1,13,-1,M,Prowling/Loitering,1,High
Male,59,Greater than 45,African-American,0,0,0,2,0,M,Driving Under The Influence,0,Low
Male,39,25 - 45,Caucasian,0,0,0,1,-15,F,Money Launder 100K or More Dols,0,Low
Male,55,Greater than 45,Caucasian,0,0,0,0,-1,M,Viol Injunct Domestic Violence,0,Low
Male,27,25 - 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,46,Greater than 45,Caucasian,0,0,0,5,-1,M,Battery,0,Low
Female,29,25 - 45,African-American,0,0,0,0,,O,,-1,Low
Male,37,25 - 45,African-American,0,0,0,7,-155,F,arrest case no charge,0,Low
Male,25,25 - 45,Other,0,0,0,1,-1,F,Fraudulent Use of Credit Card,0,Low
Female,26,25 - 45,Hispanic,0,0,0,1,-18,M,Battery,0,Low
Male,29,25 - 45,Caucasian,0,0,0,2,-1,F,arrest case no charge,0,High
Male,55,Greater than 45,Caucasian,0,0,0,2,-1,F,Lewd or Lascivious Molestation,0,Low
Male,35,25 - 45,African-American,0,0,0,1,-4,M,Petit Theft,1,High
Male,33,25 - 45,Other,0,0,0,0,-1,F,Burglary Conveyance Assault/Bat,0,Low
Male,43,25 - 45,African-American,0,0,0,0,-1,M,Battery,1,Low
Female,53,Greater than 45,Caucasian,0,0,0,0,0,M,Driving Under The Influence,0,Low
Male,60,Greater than 45,African-American,0,0,0,9,-22,F,arrest case no charge,0,Low
Male,57,Greater than 45,African-American,0,0,0,0,-1,F,Possession of Cocaine,0,Low
Female,21,Less than 25,African-American,0,0,0,0,-1,M,Battery,0,Low
Male,55,Greater than 45,African-American,0,0,0,17,-1,F,Possession of Cocaine,1,High
Male,27,25 - 45,African-American,0,0,0,1,-1,F,Possession of Cannabis,1,Low
Male,40,25 - 45,African-American,0,0,0,0,-1,F,Felony Battery (Dom Strang),0,Low
Male,57,Greater than 45,Other,0,0,0,0,-1,F,Agg Battery Grt/Bod/Harm,0,Low
Female,37,25 - 45,Caucasian,0,0,0,0,-1,M,Lve/Scen/Acc/Veh/Prop/Damage,0,Low
Female,36,25 - 45,African-American,0,0,0,1,-24,F,Criminal Attempt 2nd Deg Felon,0,Low
Male,32,25 - 45,Caucasian,0,0,0,2,-1,M,Battery,1,Low
Male,32,25 - 45,African-American,0,0,0,2,-1,M,Burglary Structure Unoccup,0,Low
Female,26,25 - 45,Caucasian,0,0,0,1,-1,F,Felony Battery (Dom Strang),0,Low
Male,36,25 - 45,African-American,0,0,0,4,-1,M,Battery,1,Low
Male,22,Less than 25,Hispanic,0,0,0,0,-1,M,Possess Drug Paraphernalia,0,Low
Female,31,25 - 45,African-American,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,High
Female,26,25 - 45,African-American,0,0,0,4,0,F,Felony Driving While Lic Suspd,1,High
Female,50,Greater than 45,Caucasian,0,0,0,30,-1,M,arrest case no charge,1,High
Female,38,25 - 45,African-American,0,0,0,8,-1,F,Possession Of Alprazolam,0,High
Male,21,Less than 25,African-American,0,0,2,4,-29,F,Tampering With Physical Evidence,0,High
Male,47,Greater than 45,African-American,0,0,0,4,0,F,Possession of Cocaine,0,Low
Male,30,25 - 45,African-American,0,0,0,2,-1,F,Tampering With Physical Evidence,0,High
Male,36,25 - 45,African-American,0,0,0,2,-2,F,Crim Use of Personal ID Info,1,Low
Female,43,25 - 45,Asian,0,0,0,0,-4,F,Possession of Cocaine,0,Low
Female,38,25 - 45,Caucasian,0,0,0,0,-1,F,Child Abuse,0,Low
Male,52,Greater than 45,Caucasian,0,0,0,2,-1,F,Driving While License Revoked,0,Low
Male,35,25 - 45,Caucasian,0,0,0,2,-1,M,Battery,0,Low
Male,35,25 - 45,Other,0,0,0,0,-1,F,Grand Theft (Motor Vehicle),0,Low
Male,38,25 - 45,Other,0,0,0,2,0,F,Felony Driving While Lic Suspd,0,Low
Male,53,Greater than 45,Caucasian,0,0,0,0,-1,F,Child Abuse,0,Low
Female,51,Greater than 45,Caucasian,0,0,0,1,-8,F,Felony DUI (level 3),0,Low
Male,53,Greater than 45,African-American,0,0,0,2,-1,F,Felony Driving While Lic Suspd,0,Low
Male,57,Greater than 45,African-American,0,0,0,19,-1,F,Felony Battery w/Prior Convict,0,High
Male,22,Less than 25,African-American,0,0,0,5,-1,F,arrest case no charge,1,High
Male,21,Less than 25,African-American,0,0,0,0,-5,F,Grand Theft in the 3rd Degree,1,High
Male,26,25 - 45,African-American,0,0,0,0,-1,F,Carrying Concealed Firearm,1,Low
Female,24,Less than 25,African-American,0,0,0,1,279,F,Aggravated Assault W/dead Weap,1,Low
Male,48,Greater than 45,African-American,0,0,0,0,-1,M,Aggravated Assault W/Dead Weap,0,Low
Male,27,25 - 45,African-American,0,0,0,2,-1,F,Agg Battery Grt/Bod/Harm,0,Low
Female,49,Greater than 45,Caucasian,0,0,0,4,0,F,arrest case no charge,0,Low
Male,47,Greater than 45,Caucasian,0,0,0,1,-1,F,Possession of Cocaine,1,Low
Male,30,25 - 45,African-American,0,0,0,8,-1,F,Possession of Cocaine,1,High
Male,55,Greater than 45,African-American,0,0,0,1,0,M,Driving Under The Influence,0,Low
Male,44,25 - 45,Caucasian,0,0,0,3,0,F,Possession of Cocaine,0,Low
Male,20,Less than 25,African-American,0,0,1,2,-45,F,arrest case no charge,0,High
Male,23,Less than 25,Caucasian,0,0,0,0,,O,,-1,Low
Male,34,25 - 45,African-American,0,0,0,1,-17,F,Aggravated Assault W/dead Weap,0,Low
Male,45,Greater than 45,African-American,0,0,0,10,-1,F,Aggrav Battery w/Deadly Weapon,1,Low
Male,38,25 - 45,Hispanic,0,0,0,0,-1,F,Burglary Conveyance Unoccup,0,Low
Male,50,Greater than 45,Caucasian,0,0,0,2,0,M,Battery,0,Low
Male,32,25 - 45,African-American,0,0,0,0,0,F,Felony Driving While Lic Suspd,0,Low
Male,29,25 - 45,Caucasian,0,0,0,1,0,M,Battery,0,High
Male,26,25 - 45,Caucasian,0,0,0,0,0,F,"Deliver 3,4 Methylenediox",0,Low
Male,44,25 - 45,Hispanic,0,0,0,2,,M,arrest case no charge,0,Low
Female,22,Less than 25,African-American,0,0,0,1,-1,F,Grand Theft in the 3rd Degree,1,High
Male,47,Greater than 45,Hispanic,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Low
Male,23,Less than 25,Hispanic,0,0,0,2,-1,F,Pos Cannabis W/Intent Sel/Del,0,Low
Male,49,Greater than 45,Caucasian,0,0,0,0,0,F,Possession of Cocaine,0,Low
Male,35,25 - 45,African-American,1,0,0,7,-1,F,Grand Theft in the 3rd Degree,0,High
Male,60,Greater than 45,African-American,0,0,0,43,160,F,Driving While License Revoked,0,High
Male,49,Greater than 45,African-American,0,0,0,1,0,F,Resist Officer w/Violence,1,Low
Male,59,Greater than 45,Caucasian,0,0,0,2,0,F,arrest case no charge,0,Low
Male,32,25 - 45,Caucasian,0,0,0,6,-29,M,Battery,0,Low
Male,28,25 - 45,African-American,0,0,0,2,233,F,arrest case no charge,0,Low
Male,24,Less than 25,African-American,0,0,2,1,0,M,Susp Drivers Lic 1st Offense,1,Low
Male,40,25 - 45,Hispanic,0,0,0,0,-2,M,DUI - Enhanced,0,Low
Male,32,25 - 45,African-American,0,0,0,0,0,F,False Imprisonment,0,Low
Female,54,Greater than 45,Hispanic,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Low
Male,26,25 - 45,African-American,0,0,0,1,-1,M,Battery,0,Low
Male,27,25 - 45,African-American,0,0,1,9,-1,F,arrest case no charge,1,High
Male,34,25 - 45,Caucasian,0,0,0,3,-157,F,Possession Of Heroin,0,High
Male,29,25 - 45,African-American,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,Low
Female,40,25 - 45,Hispanic,0,0,0,1,,M,Battery,0,Low
Male,25,25 - 45,Caucasian,0,0,0,2,0,M,Opert With Susp DL 2nd Offens,0,High
Male,34,25 - 45,African-American,0,0,0,1,,M,Possess Cannabis/20 Grams Or Less,0,High
Female,62,Greater than 45,Caucasian,0,0,0,2,-42,F,Aggravated Assault W/o Firearm,1,Low
Male,20,Less than 25,Caucasian,0,0,0,0,-1,M,Battery,1,Low
Male,37,25 - 45,African-American,2,0,0,18,-1,M,Battery,0,High
Female,30,25 - 45,Caucasian,0,0,0,5,0,F,Tampering With Physical Evidence,1,High
Male,23,Less than 25,African-American,0,0,0,1,0,F,Unauth Poss ID Card or DL,1,High
Male,23,Less than 25,Caucasian,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,Low
Female,20,Less than 25,African-American,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,High
Male,29,25 - 45,Caucasian,0,0,0,7,-67,M,Criminal Mischief Damage <$200,1,High
Male,24,Less than 25,African-American,0,0,0,1,-59,F,Robbery W/Firearm,0,Low
Male,22,Less than 25,Caucasian,0,0,0,0,,O,,-1,High
Female,54,Greater than 45,Caucasian,0,0,0,1,-48,M,Resist Officer w/Violence,0,Low
Female,51,Greater than 45,Caucasian,0,0,0,0,-1,M,Driving Under The Influence,0,Low
Male,66,Greater than 45,African-American,0,0,0,3,-36,F,Possession of Cocaine,0,Low
Male,31,25 - 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,50,Greater than 45,Caucasian,0,0,0,8,-14,F,arrest case no charge,0,Low
Male,50,Greater than 45,African-American,0,0,0,7,-1,F,Aggrav Battery w/Deadly Weapon,0,Low
Male,40,25 - 45,Caucasian,0,0,0,3,-1,F,Felony Driving While Lic Suspd,0,Low
Female,30,25 - 45,African-American,0,0,0,4,213,M,Operating W/O Valid License,1,High
Female,24,Less than 25,Caucasian,0,0,0,2,-1,F,arrest case no charge,0,High
Male,24,Less than 25,Hispanic,0,0,0,0,0,F,Felony Battery,1,High
Female,23,Less than 25,African-American,0,0,0,3,-1,F,arrest case no charge,1,Low
Female,25,25 - 45,African-American,0,0,0,1,-1,M,DUI Property Damage/Injury,0,Low
Male,24,Less than 25,African-American,0,0,0,4,,M,Lve/Scen/Acc/Veh/Prop/Damage,1,High
Male,54,Greater than 45,Caucasian,0,0,0,3,-1,M,Operating W/O Valid License,1,Low
Female,31,25 - 45,African-American,0,0,0,0,-1,F,Aggrav Battery w/Deadly Weapon,0,Low
Male,25,25 - 45,Caucasian,0,0,2,4,-10,M,Possess Cannabis/20 Grams Or Less,0,High
Male,46,Greater than 45,Caucasian,0,0,0,1,-2,M,Viol Pretrial Release Dom Viol,0,Low
Female,30,25 - 45,Caucasian,0,0,0,0,0,M,Battery,0,Low
Male,24,Less than 25,African-American,0,0,0,2,,F,Grand Theft in the 3rd Degree,0,Low
Male,35,25 - 45,African-American,0,0,0,3,,M,Trespass,0,High
Female,35,25 - 45,Hispanic,0,0,0,10,-40,F,Felony Battery w/Prior Convict,0,High
Male,25,25 - 45,Other,0,0,0,1,-1,F,Burglary Unoccupied Dwelling,0,Low
Female,22,Less than 25,Caucasian,0,0,0,0,-1,M,Disorderly Conduct,0,Low
Female,32,25 - 45,Caucasian,0,0,0,1,-1,F,Tamper With Witness/Victim/CI,0,Low
Male,25,25 - 45,African-American,0,0,0,0,-1,M,Resist/Obstruct W/O Violence,1,Low
Male,22,Less than 25,African-American,0,0,0,3,50,F,arrest case no charge,1,High
Male,33,25 - 45,African-American,0,0,0,16,-2,F,Driving While License Revoked,1,High
Male,38,25 - 45,Caucasian,0,0,0,5,-1,F,Burglary Conveyance Unoccup,0,High
Female,49,Greater than 45,Caucasian,0,0,0,0,127,M,Battery,1,Low
Male,30,25 - 45,African-American,0,0,0,10,92,F,arrest case no charge,0,Low
Male,33,25 - 45,African-American,0,0,0,4,-1,M,Battery,1,Low
Male,24,Less than 25,African-American,0,0,0,0,0,F,Poss Unlaw Issue Driver Licenc,0,Low
Male,23,Less than 25,African-American,0,0,1,1,-1,F,Felony Battery (Dom Strang),0,Low
Male,33,25 - 45,African-American,0,0,1,12,-1,M,Battery,1,High
Male,37,25 - 45,Caucasian,0,0,0,0,-1,M,Susp Drivers Lic 1st Offense,1,Low
Female,40,25 - 45,Caucasian,0,0,0,0,0,M,Battery,0,Low
Female,54,Greater than 45,Caucasian,0,0,0,0,,O,,-1,Low
Male,23,Less than 25,African-American,0,0,1,1,-1,M,Battery,0,Low
Male,27,25 - 45,Caucasian,0,0,0,1,506,F,Resist Officer w/Violence,0,High
Male,43,25 - 45,African-American,0,0,0,9,-1,F,Felony Battery,1,High
Male,26,25 - 45,Caucasian,0,0,0,11,-56,F,arrest case no charge,0,Low
Male,35,25 - 45,African-American,0,0,0,5,-1,F,Driving While License Revoked,1,High
Male,25,25 - 45,African-American,0,1,0,11,-1,F,Grand Theft in the 3rd Degree,1,High
Male,61,Greater than 45,African-American,0,0,0,1,0,F,Felony Driving While Lic Suspd,1,Low
Male,27,25 - 45,Caucasian,0,0,0,0,,O,,-1,Low
Male,42,25 - 45,Hispanic,0,0,0,0,,O,,-1,Low
Male,30,25 - 45,African-American,0,0,0,0,0,F,Battery on Law Enforc Officer,0,Low
Female,42,25 - 45,African-American,0,0,0,0,-1,F,Felony Petit Theft,0,High
Male,53,Greater than 45,Caucasian,0,0,0,1,-246,F,arrest case no charge,1,High
Female,27,25 - 45,Hispanic,0,0,0,0,,F,Grand Theft in the 3rd Degree,1,Low
Male,25,25 - 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Female,52,Greater than 45,African-American,0,0,0,1,-28,F,Uttering a Forged Instrument,0,Low
Male,26,25 - 45,Caucasian,0,0,0,7,81,M,Petit Theft,1,High
Male,39,25 - 45,African-American,0,0,0,1,0,M,Possess Cannabis/20 Grams Or Less,1,Low
Male,47,Greater than 45,African-American,0,0,0,5,-1,F,arrest case no charge,0,Low
Male,50,Greater than 45,Caucasian,0,0,0,1,,F,Possession of Hydromorphone,0,Low
Male,25,25 - 45,African-American,0,0,0,4,-1,F,arrest case no charge,0,High
Female,52,Greater than 45,Caucasian,0,0,0,6,0,M,Theft/To Deprive,0,High
Female,41,25 - 45,Caucasian,0,0,0,0,,M,Battery,0,Low
Male,37,25 - 45,Caucasian,0,0,0,0,0,M,Battery,0,Low
Female,24,Less than 25,African-American,0,0,0,0,-1,F,Retail Theft $300 1st Offense,0,High
Female,34,25 - 45,African-American,0,0,0,14,-1,F,Crim Use of Personal ID Info,0,High
Male,30,25 - 45,Caucasian,0,0,0,1,-1,F,Agg Battery Grt/Bod/Harm,0,Low
Male,20,Less than 25,African-American,0,0,1,0,-1,F,Uttering a Forged Instrument,0,Low
Male,69,Greater than 45,Hispanic,0,0,0,0,,O,,-1,Low
Male,24,Less than 25,African-American,0,0,0,5,86,F,Uttering a Forged Instrument,1,High
Male,20,Less than 25,Other,0,0,0,0,-1,M,Burglary Dwelling Occupied,1,Low
Female,40,25 - 45,African-American,0,0,0,0,-1,M,Battery,0,Low
Female,28,25 - 45,African-American,0,0,0,0,,O,,-1,Low
Male,27,25 - 45,Caucasian,0,0,0,1,-101,F,Possession of Cocaine,0,Low
Male,25,25 - 45,Caucasian,0,0,0,1,0,M,Possess Cannabis/20 Grams Or Less,1,Low
Male,31,25 - 45,Caucasian,0,0,0,3,-37,M,Resist/Obstruct W/O Violence,0,Low
Male,22,Less than 25,Caucasian,0,0,0,0,,O,,-1,Low
Female,62,Greater than 45,Caucasian,0,0,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,0,Low
Male,23,Less than 25,Caucasian,0,0,0,0,-1,F,arrest case no charge,1,Low
Male,39,25 - 45,African-American,0,0,0,2,-1,M,DUI - Enhanced,0,High
Female,60,Greater than 45,Caucasian,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,High
Female,32,25 - 45,Other,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,Low
Male,35,25 - 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Female,24,Less than 25,African-American,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,High
Female,56,Greater than 45,Caucasian,0,0,0,1,-60,F,arrest case no charge,1,Low
Male,30,25 - 45,Caucasian,0,0,0,0,0,M,Driving Under The Influence,0,Low
Male,20,Less than 25,African-American,0,0,0,0,-1,M,Battery,0,Low
Male,41,25 - 45,Caucasian,0,0,0,17,171,M,Driving License Suspended,1,High
Male,35,25 - 45,Caucasian,0,0,0,4,-1,F,Felony Driving While Lic Suspd,1,Low
Male,21,Less than 25,Caucasian,0,0,0,2,-1,F,Burglary Conveyance Unoccup,0,High
Female,60,Greater than 45,Caucasian,0,0,0,6,-1,F,Burglary Dwelling Occupied,0,High
Male,34,25 - 45,Caucasian,0,0,0,0,,O,,-1,Low
Female,28,25 - 45,Caucasian,0,0,0,0,-1,M,Intoxicated/Safety Of Another,0,Low
Male,23,Less than 25,African-American,0,1,0,1,689,M,Gambling/Gamb Paraphernalia,0,High
Female,26,25 - 45,Hispanic,0,0,0,1,-4,F,Aggravated Assault W/Dead Weap,0,High
Male,52,Greater than 45,Caucasian,0,0,0,0,,O,,-1,Low
Male,56,Greater than 45,African-American,0,0,0,0,-1,F,Neglect/Abuse Elderly Person,0,Low
Female,25,25 - 45,Caucasian,0,0,0,0,0,F,Resist Officer w/Violence,0,High
Male,23,Less than 25,African-American,0,0,0,2,-1,F,Traffick Amphetamine 28g><200g,1,Low
Male,20,Less than 25,Hispanic,0,0,0,0,-1,F,Burglary Unoccupied Dwelling,1,Low
Male,37,25 - 45,Hispanic,0,1,0,4,,F,arrest case no charge,1,Low
Female,47,Greater than 45,Hispanic,0,0,0,0,,O,,-1,Low
Male,23,Less than 25,Caucasian,0,1,0,1,-1,M,Battery,0,Low
Male,21,Less than 25,African-American,0,0,0,0,,O,,-1,High
Male,21,Less than 25,African-American,0,0,0,0,0,F,Burglary Unoccupied Dwelling,1,High
Female,21,Less than 25,African-American,1,2,2,3,539,F,Grand Theft In The 3Rd Degree,1,High
Male,41,25 - 45,Caucasian,5,0,0,16,-1,F,arrest case no charge,0,High
Male,61,Greater than 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Female,35,25 - 45,African-American,0,0,0,2,-1,F,arrest case no charge,0,Low
Male,33,25 - 45,Caucasian,0,0,0,3,0,M,Susp Drivers Lic 1st Offense,0,Low
Male,26,25 - 45,African-American,0,0,0,2,0,M,Viol Injunction Protect Dom Vi,0,Low
Male,21,Less than 25,Hispanic,0,0,0,0,-1,F,Uttering a Forged Instrument,0,Low
Male,25,25 - 45,African-American,0,0,1,8,91,F,arrest case no charge,0,High
Male,32,25 - 45,African-American,0,0,0,13,-1,F,Possession of Cocaine,0,High
Male,41,25 - 45,African-American,2,1,0,9,-1,M,Poss Of Controlled Substance,1,High
Male,24,Less than 25,African-American,0,0,0,0,-1,F,Burglary Conveyance Unoccup,0,Low
Male,20,Less than 25,Hispanic,0,0,0,2,9,F,Burglary Conveyance Unoccup,1,High
Female,25,25 - 45,Other,0,0,0,0,,O,,-1,High
Male,23,Less than 25,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,28,25 - 45,African-American,0,0,0,9,-1,F,"Poss3,4 Methylenedioxymethcath",1,High
Male,25,25 - 45,Native American,0,0,0,7,0,F,Burglary Conveyance Assault/Bat,1,High
Female,58,Greater than 45,Caucasian,0,0,0,0,-1,F,Battery on a Person Over 65,0,Low
Male,49,Greater than 45,African-American,0,0,0,3,0,F,Possession of Cocaine,0,Low
Female,22,Less than 25,Hispanic,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,High
Male,21,Less than 25,African-American,0,0,0,0,-1,F,Burglary Conveyance Unoccup,1,Low
Female,27,25 - 45,African-American,0,0,0,3,-1,F,Grand Theft (Motor Vehicle),1,High
Male,32,25 - 45,African-American,0,0,0,4,302,F,arrest case no charge,1,High
Female,25,25 - 45,African-American,0,0,0,1,-103,F,Traff In Cocaine <400g>150 Kil,0,High
Male,50,Greater than 45,African-American,0,0,0,4,-3,M,Assault,0,Low
Female,23,Less than 25,African-American,0,0,0,0,0,M,Battery,0,Low
Male,65,Greater than 45,African-American,0,0,0,1,,F,arrest case no charge,0,Low
Male,34,25 - 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,35,25 - 45,African-American,0,0,0,1,,M,Battery,0,Low
Male,25,25 - 45,African-American,0,0,1,4,-1,F,Robbery / No Weapon,1,Low
Female,33,25 - 45,Caucasian,0,0,0,2,-1,F,Criminal Mischief,1,Low
Female,42,25 - 45,Hispanic,0,0,0,0,,O,,-1,Low
Male,30,25 - 45,Other,0,0,0,9,-1,M,Battery,0,Low
Male,25,25 - 45,Other,0,0,0,1,-1,M,Battery,1,Low
Male,30,25 - 45,Hispanic,0,0,0,0,-1,M,Battery,0,Low
Male,39,25 - 45,African-American,0,0,0,0,,O,,-1,Low
Female,27,25 - 45,African-American,0,0,0,1,,F,Grand Theft in the 3rd Degree,0,Low
Male,31,25 - 45,African-American,0,0,0,4,-1,F,Felony Driving While Lic Suspd,0,Low
Male,39,25 - 45,Caucasian,0,0,0,2,0,F,Possession Of Methamphetamine,0,Low
Male,42,25 - 45,Native American,0,0,0,0,-1,M,Driving License Suspended,0,Low
Female,29,25 - 45,Caucasian,0,0,0,11,-3,F,Possession of Cocaine,1,High
Female,32,25 - 45,African-American,0,0,0,6,-1,F,arrest case no charge,1,Low
Male,27,25 - 45,Other,0,0,0,0,-1,M,Battery,0,Low
Male,24,Less than 25,Other,0,0,0,5,-1,F,Possession of Cannabis,0,High
Male,52,Greater than 45,African-American,0,0,0,3,-1,F,arrest case no charge,0,Low
Female,26,25 - 45,Caucasian,0,0,0,3,-1,M,Battery,0,Low
Male,31,25 - 45,Caucasian,0,0,0,2,-1,F,Possession of Cocaine,1,Low
Male,38,25 - 45,Hispanic,0,0,0,0,0,F,Felony Battery (Dom Strang),0,Low
Male,20,Less than 25,African-American,0,0,2,1,-67,F,Strong Armed  Robbery,0,Low
Male,36,25 - 45,African-American,0,0,0,0,,O,,-1,Low
Male,47,Greater than 45,Caucasian,0,0,0,2,,M,Driving License Suspended,0,Low
Male,25,25 - 45,African-American,0,0,0,5,77,F,arrest case no charge,0,High
Male,36,25 - 45,Other,0,0,0,0,-1,F,Agg Battery Grt/Bod/Harm,0,Low
Female,30,25 - 45,Caucasian,0,0,0,0,0,F,Possession of Cocaine,0,Low
Male,20,Less than 25,African-American,0,0,0,0,-1,M,Battery,1,High
Female,29,25 - 45,Caucasian,0,0,0,3,-1,F,Grand Theft in the 3rd Degree,0,High
Female,29,25 - 45,African-American,0,0,0,2,64,F,Grand Theft in the 3rd Degree,0,High
Male,24,Less than 25,Asian,0,0,0,0,-1,F,Unauth Poss ID Card or DL,0,Low
Male,31,25 - 45,Caucasian,0,0,0,0,-1,F,Del of JWH-250 2-Methox 1-Pentyl,0,Low
Male,28,25 - 45,Caucasian,0,0,0,3,85,F,arrest case no charge,0,Low
Female,33,25 - 45,Caucasian,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,Low
Male,26,25 - 45,African-American,0,0,0,4,81,F,"Poss3,4 Methylenedioxymethcath",0,High
Male,41,25 - 45,Other,0,0,0,1,-1,M,Battery,0,Low
Male,39,25 - 45,African-American,0,0,0,8,-1,F,Resist Officer w/Violence,0,Low
Female,54,Greater than 45,Caucasian,0,0,0,12,-175,F,Purchasing Of Alprazolam,0,Low
Female,37,25 - 45,Caucasian,0,0,0,1,-25,M,Driving Under The Influence,0,Low
Male,27,25 - 45,African-American,0,0,0,1,-34,F,arrest case no charge,0,High
Male,43,25 - 45,Hispanic,0,0,0,0,-4,M,Battery,1,Low
Male,49,Greater than 45,Caucasian,0,0,0,8,0,F,Felony DUI (level 3),1,High
Female,33,25 - 45,African-American,0,0,0,1,-2,F,"Poss3,4 Methylenedioxymethcath",0,Low
Male,20,Less than 25,African-American,0,0,0,1,-83,F,arrest case no charge,0,High
Male,42,25 - 45,African-American,0,0,0,0,0,M,Leaving Acc/Unattended Veh,0,Low
Male,44,25 - 45,Caucasian,0,0,0,0,-1,F,Unauthorized Interf w/Railroad,1,Low
Male,28,25 - 45,African-American,0,0,0,5,-1,F,arrest case no charge,1,High
Male,32,25 - 45,African-American,0,0,0,4,-1,F,arrest case no charge,1,High
Male,30,25 - 45,Caucasian,1,1,0,18,-1,M,Leaving Acc/Unattended Veh,0,High
Male,28,25 - 45,African-American,0,0,0,7,-1,F,Aggravated Assault W/Dead Weap,1,High
Male,38,25 - 45,Caucasian,0,0,0,0,0,F,Aggravated Assault W/dead Weap,0,Low
Male,38,25 - 45,African-American,0,0,0,3,-1,F,Manufacture Cannabis,0,Low
Female,27,25 - 45,Caucasian,0,0,0,3,-1,F,Possession of Ethylone,0,High
Male,21,Less than 25,Caucasian,0,0,0,1,-301,F,Battery on Law Enforc Officer,0,Low
Male,29,25 - 45,African-American,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,High
Male,21,Less than 25,Caucasian,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,High
Female,34,25 - 45,African-American,0,0,0,0,-1,M,Battery,1,Low
Male,21,Less than 25,Caucasian,0,0,0,1,-1,F,Possession of Cannabis,1,High
Male,36,25 - 45,African-American,0,0,0,1,-1,F,Possession of Cocaine,1,High
Male,29,25 - 45,African-American,0,0,0,0,-1,M,Aggravated Battery,1,Low
Male,34,25 - 45,African-American,0,0,1,3,-1,F,Possession of Cocaine,1,High
Male,38,25 - 45,African-American,0,0,0,1,-1,M,arrest case no charge,0,Low
Male,36,25 - 45,Caucasian,0,0,0,0,-1,F,False Imprisonment,0,Low
Male,32,25 - 45,Hispanic,0,0,0,0,-6,M,Battery,0,Low
Male,27,25 - 45,Caucasian,0,0,0,0,0,M,Battery,0,Low
Male,23,Less than 25,African-American,0,0,0,0,-1,M,Battery,0,High
Male,47,Greater than 45,Caucasian,0,0,0,0,-1,M,DUI Property Damage/Injury,0,Low
